1012586,1486,6832,122,1492,908,509,0.173,0.294,0.289,0.361,0.461,0.38,132,51.9,54.9
1001283,2034,8268,282,1104,1141,105,0.174,0.299,0.287,0.349,0.462,0.355,116,-6,54.8
990,1836,7836,287,1121,1078,109,0.212,0.294,0.291,0.4,0.502,0.388,136,14.7,54.8
1002043,2086,7910,377,1046,1103,43,0.217,0.273,0.271,0.374,0.488,0.382,139,-0.4,54.6
1008719,1984,8142,205,1198,1383,42,0.181,0.329,0.324,0.362,0.505,0.393,133,5,54.6
1011986,2454,9685,248,1074,1389,21,0.152,0.284,0.285,0.348,0.437,0.347,116,-7.6,54.2
1005458,1990,7297,236,867,1179,28,0.192,0.305,0.297,0.37,0.489,0.389,127,2.7,53.7
1003088,2418,9822,182,1217,1053,398,0.133,0.293,0.279,0.311,0.412,0.321,105,32.4,53.7
1003355,1865,8028,223,1094,1247,54,0.173,0.29,0.288,0.362,0.461,0.38,115,-18.3,53.3
1002914,1878,8098,128,1305,1065,328,0.152,0.346,0.321,0.386,0.474,0.393,126,54.1,52.9
1014313,1917,8010,291,1105,964,225,0.186,0.274,0.25,0.366,0.436,0.362,130,9.9,52.8
1002455,1725,7452,65,1055,983,194,0.115,0.287,0.294,0.343,0.409,0.358,111,-13.1,52.5
1006002,2309,10244,75,1429,817,375,0.106,0.294,0.281,0.368,0.387,0.363,116,-2.4,52.3
1009839,1999,9051,62,1729,1203,224,0.112,0.319,0.311,0.352,0.423,0.36,127,-4,52.1
1007428,2156,9051,63,1355,810,361,0.1,0.281,0.269,0.34,0.37,0.344,110,8.5,52.1
1007518,1979,7874,215,973,884,58,0.169,0.292,0.273,0.355,0.442,0.356,122,-18.6,52
1002318,1975,8283,284,1186,1205,67,0.193,0.326,0.303,0.384,0.497,0.381,136,-8.1,52
1012021,2055,9013,102,1284,1175,375,0.128,0.346,0.34,0.379,0.468,0.393,123,19.4,51.9
1012060,2380,9084,169,1247,1304,71,0.153,0.305,0.3,0.382,0.453,0.384,126,8.3,51.4
1003346,1533,6302,253,960,970,47,0.207,0.307,0.283,0.386,0.49,0.396,137,-2.4,51.1
1002841,2334,8931,165,1036,1077,317,0.136,0.307,0.284,0.354,0.42,0.344,119,10.4,50.8
1010897,2087,9058,382,1249,1451,58,0.204,0.318,0.298,0.352,0.502,0.375,128,-2.1,50.8
1008984,1835,7710,186,1136,1023,205,0.161,0.303,0.298,0.389,0.459,0.382,133,-5.3,50.7
1002384,1482,6206,119,1041,832,64,0.158,0.317,0.32,0.419,0.478,0.413,132,-8.5,50.6
1002288,1987,8230,340,1118,1180,77,0.209,0.289,0.267,0.379,0.476,0.377,138,-10,50.6
1003733,1978,8190,170,1064,1195,60,0.151,0.297,0.289,0.375,0.44,0.38,124,9.2,50.5
1005078,1676,7035,26,918,566,180,0.092,0.307,0.292,0.373,0.384,0.365,122,-2.6,50.4
1002103,2124,8695,379,1131,1365,142,0.203,0.306,0.297,0.35,0.499,0.37,131,0.4,50.3
1010900,2404,10246,34,1514,1078,351,0.104,0.33,0.322,0.374,0.427,0.372,113,9.3,50.3
3787,1374,5945,222,853,876,183,0.205,0.341,0.301,0.382,0.506,0.381,137,20.7,50.2
1007422,1740,7303,178,986,1191,148,0.174,0.316,0.292,0.38,0.467,0.387,122,-8.1,50.1
1002100,1999,8133,199,1084,976,550,0.158,0.302,0.285,0.347,0.443,0.353,122,42.3,49.9
1070,1918,7884,278,1064,968,297,0.195,0.301,0.249,0.338,0.444,0.341,107,39.8,49.7
1011247,1967,8156,68,1099,981,268,0.123,0.328,0.323,0.369,0.446,0.38,127,9.8,49.6
1003467,1766,7382,74,960,793,298,0.118,0.295,0.29,0.357,0.408,0.368,126,11.5,49.6
818,2233,8838,438,1224,1436,20,0.241,0.295,0.278,0.4,0.519,0.395,141,-32,49.4
1007093,2085,8664,74,972,992,255,0.122,0.305,0.281,0.346,0.403,0.36,119,9.6,49.3
1000503,1913,8244,32,1048,591,145,0.079,0.296,0.279,0.355,0.358,0.342,100,-2.3,49.2
1002404,1841,7559,374,971,1159,19,0.223,0.255,0.266,0.359,0.489,0.373,132,-3.9,49.2
1007872,1950,7923,306,1063,1111,72,0.201,0.296,0.283,0.36,0.484,0.372,129,-7.3,49.2
1000278,2601,11230,83,1335,791,506,0.081,0.274,0.262,0.311,0.343,0.296,83,53.1,49.1
1003876,1783,7210,12,919,538,324,0.064,0.284,0.27,0.356,0.334,0.34,109,13,49
1008542,1099,4926,13,1024,462,436,0.076,0.335,0.334,0.466,0.41,0.433,142,29.2,48.9
1012501,1720,7240,247,1001,1174,25,0.174,0.289,0.286,0.355,0.46,0.377,117,-4.6,48.6
1003451,2319,9309,275,1188,1074,50,0.158,0.28,0.267,0.37,0.425,0.36,124,-8.6,48.4
1003533,1737,7827,106,1552,1302,574,0.125,0.338,0.324,0.384,0.449,0.394,118,37.1,48.2
261,1927,7913,332,1109,1287,106,0.212,0.306,0.303,0.369,0.516,0.378,129,-8.3,48.2
1002131,1286,5099,20,797,596,401,0.097,0.298,0.296,0.394,0.394,0.385,137,37.8,48.1
1003881,1315,5770,71,1129,883,354,0.153,0.311,0.303,0.351,0.456,0.372,123,28.3,48.1
1011766,1903,8329,49,1141,1055,74,0.101,0.312,0.312,0.391,0.413,0.377,111,-8.4,48.1
1012440,2944,11229,292,1189,1466,47,0.151,0.28,0.279,0.362,0.431,0.353,122,-0.5,47.9
1000378,1668,7215,238,1224,1164,70,0.216,0.318,0.318,0.395,0.534,0.417,131,-14.4,47.9
1006923,1472,6256,369,971,1015,22,0.269,0.264,0.279,0.398,0.548,0.427,147,5.3,47.6
1010360,2464,10403,256,1365,1169,305,0.156,0.302,0.286,0.327,0.442,0.34,110,17.6,47.3
1004250,1972,7812,348,986,1239,51,0.206,0.296,0.274,0.338,0.48,0.36,126,-0.8,47.1
1010300,2122,9110,160,1300,819,177,0.123,0.309,0.266,0.374,0.389,0.347,112,-13.1,46.6
1873,1434,6119,251,949,966,101,0.22,0.343,0.311,0.387,0.531,0.394,140,19.4,46.4
1006768,1170,4604,189,725,760,45,0.231,0.289,0.286,0.41,0.518,0.428,152,-2.4,46
1006314,1656,6679,135,833,929,71,0.143,0.303,0.291,0.337,0.433,0.351,101,9.9,46
971,1951,8902,199,1247,832,425,0.157,0.287,0.269,0.327,0.426,0.327,96,82.4,45.9
1002808,2275,9710,47,1333,1371,301,0.091,0.297,0.292,0.328,0.382,0.337,98,-15,45.8
1005384,2140,8767,195,1115,918,238,0.131,0.274,0.264,0.365,0.395,0.347,116,12.2,45.8
1001708,1853,8251,41,1188,611,383,0.097,0.307,0.287,0.366,0.384,0.36,118,8.9,45.8
1011341,2012,9106,118,1642,1093,418,0.137,0.323,0.306,0.374,0.444,0.386,119,-6.5,45.7
56,2234,9290,173,1179,1146,70,0.139,0.309,0.303,0.383,0.442,0.364,120,-10.9,45.7
1006644,2171,9171,71,1184,1034,213,0.122,0.31,0.298,0.378,0.42,0.374,116,0.4,45.6
1002186,1456,6758,20,1214,743,269,0.083,0.328,0.306,0.416,0.389,0.396,123,-21.7,45.6
1001554,1183,5315,46,954,659,258,0.125,0.347,0.341,0.403,0.467,0.407,147,1.1,45.5
1012916,1994,8807,22,1278,688,285,0.065,0.312,0.294,0.371,0.358,0.357,111,-16.3,45.5
1005047,1511,6832,42,1405,719,473,0.111,0.309,0.296,0.388,0.407,0.383,122,16.3,45.3
1004281,2367,10349,35,1279,790,76,0.074,0.291,0.288,0.348,0.363,0.325,96,-11.1,45.2
1004528,1923,7685,27,866,934,165,0.096,0.301,0.289,0.355,0.384,0.355,110,-18.2,45.2
1006555,1788,7894,21,1180,631,359,0.062,0.358,0.285,0.368,0.347,0.351,116,6.6,45.1
1006806,1455,6455,69,1357,950,368,0.131,0.323,0.308,0.368,0.438,0.375,131,30.2,45.1
1004149,1533,6039,32,684,675,159,0.088,0.293,0.277,0.319,0.365,0.328,100,-0.5,45
1152,1559,6153,242,944,795,87,0.212,0.311,0.278,0.384,0.489,0.378,127,9.3,45
1012911,1529,5525,201,653,674,36,0.187,0.266,0.241,0.388,0.429,0.373,140,-7.7,45
1001868,2280,9625,79,1181,646,649,0.083,0.288,0.259,0.311,0.342,0.298,90,57.7,44.9
1006396,1284,5639,18,994,840,359,0.094,0.33,0.311,0.39,0.406,0.385,119,18.7,44.9
841,1825,7150,275,900,1065,20,0.201,0.315,0.273,0.374,0.474,0.367,123,-48.9,44.9
77,1852,7595,378,997,1218,53,0.22,0.282,0.268,0.317,0.489,0.345,110,-5.8,44.9
1010557,1781,7831,207,1071,1085,134,0.159,0.342,0.318,0.36,0.477,0.366,122,-5.7,44.9
1004315,1771,6899,200,706,758,24,0.15,0.269,0.262,0.34,0.412,0.339,113,-1.2,44.8
1013357,1984,8979,69,1639,1014,583,0.101,0.332,0.316,0.385,0.417,0.384,119,24,44.8
372,1982,8177,352,1253,1206,181,0.219,0.313,0.291,0.363,0.51,0.379,125,0.9,44.7
1012011,2082,8559,246,985,1065,21,0.154,0.31,0.282,0.388,0.436,0.371,134,-7.8,44.4
1009355,2175,9041,398,1197,1266,161,0.204,0.292,0.265,0.346,0.469,0.357,119,3.9,44.3
857,2074,9053,287,1366,1257,147,0.18,0.318,0.297,0.381,0.477,0.373,126,-12.4,44.3
1005845,1659,7470,57,1217,855,163,0.107,0.31,0.302,0.34,0.409,0.347,124,-8.8,44.2
1004330,1898,7402,151,844,706,76,0.134,0.296,0.265,0.338,0.398,0.331,113,2.1,44.2
1013024,1407,6502,127,1256,1299,229,0.174,0.33,0.331,0.384,0.505,0.409,136,-20.5,44.1
1010482,2035,7810,339,889,1187,20,0.196,0.277,0.266,0.361,0.462,0.365,134,-1.9,44.1
1857,1178,5060,105,688,634,43,0.146,0.349,0.323,0.405,0.468,0.378,134,11.1,44
1012992,1470,6575,7,1011,299,244,0.043,0.2,0.29,0.413,0.333,0.375,128,-15.2,44
1001860,1490,6352,239,936,950,60,0.215,0.299,0.277,0.388,0.492,0.403,136,8.9,44
1009415,1923,8187,38,1174,850,156,0.103,0.318,0.303,0.389,0.406,0.372,110,-20.5,43.9
1013062,1476,6716,106,1313,851,428,0.152,0.32,0.311,0.392,0.463,0.402,132,10.8,43.8
1013388,1821,7557,64,953,1166,195,0.132,0.321,0.31,0.37,0.442,0.383,124,-4.3,43.7
1297,2034,8657,473,1241,1512,14,0.266,0.303,0.28,0.383,0.546,0.391,135,-30.1,43.7
1010909,1331,6029,70,1120,822,205,0.136,0.316,0.299,0.344,0.435,0.359,123,2.7,43.6
1004002,2139,8793,94,1057,844,246,0.111,0.308,0.288,0.347,0.399,0.333,102,-9.1,43.5
1009773,2366,9778,219,1189,1326,84,0.148,0.309,0.303,0.344,0.451,0.352,120,-6.8,43.4
1010021,1948,7797,324,856,1070,28,0.188,0.276,0.252,0.313,0.44,0.332,105,-10.2,43.4
1004440,1742,7003,100,1004,830,123,0.132,0.295,0.287,0.39,0.419,0.382,125,21,43.4
1003005,2014,8742,56,1117,722,251,0.097,0.318,0.303,0.36,0.401,0.362,117,-7.1,43.4
1001458,2611,11238,149,1610,900,938,0.118,0.338,0.293,0.343,0.41,0.336,109,75,43.2
1008089,2008,8416,110,1287,1183,114,0.149,0.335,0.33,0.377,0.479,0.389,120,-2.8,43.1
185,2479,10917,235,1668,1139,408,0.148,0.305,0.284,0.352,0.433,0.344,105,60.2,43
87,2523,9731,173,1285,1194,281,0.119,0.333,0.298,0.365,0.417,0.348,112,10.9,42.9
1004879,1310,6104,46,1327,618,170,0.11,0.315,0.301,0.386,0.411,0.377,131,-11.7,42.9
1006991,1753,7168,300,1168,1201,79,0.223,0.314,0.32,0.379,0.543,0.411,133,13.4,42.8
